edge,execution,2023020622,fastq_filter/1.1.5-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_filter/1.1.5-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-16,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-17,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-18,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-19,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-20,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-21,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-22,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-23,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-24,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-25,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-26,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-27,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-28,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-29,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-30,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-31,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-32,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-33,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-34,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_groomer/1.1.5-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_manipulation/1.1.5-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_deinterlacer/1.1.5-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_deinterlacer/1.1.5-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_deinterlacer/1.1.5-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_deinterlacer/1.1.5-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_interlacer/1.2.0.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_interlacer/1.2.0.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_interlacer/1.2.0.1+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_interlacer/1.2.0.1+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,fastq_paired_end_interlacer/1.2.0.1+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,flash/1.2.11.4-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,flash/1.2.11.4-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,flash/1.2.11.4-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,flash/1.2.11.4-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,flash/1.2.11.4-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.3.2-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/0.5.5.1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,umi_tools_count/1.1.2+galaxy2-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/1.16.8-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-16,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-17,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-18,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-19,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-20,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-21,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-22,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-23,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-24,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-25,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-26,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-27,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-28,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-29,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-30,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-31,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-32,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023020622,cutadapt/4.0+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023052618,Add_a_column1/1.6-3,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.6, exit_code: None, stderr: .
edge,output,2023052618,Add_a_column1/1.6-3,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.6, exit_code: None, stderr: .
edge,execution,2023052618,scanpy_compute_graph/1.6.0+galaxy4-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023052618,scanpy_compute_graph/1.6.0+galaxy4-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023052618,scanpy_compute_graph/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023052618,scanpy_compute_graph/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023052618,scanpy_filter_cells/1.6.0+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023052618,scanpy_filter_cells/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023052618,scanpy_filter_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023052618,scanpy_filter_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.6.0+galaxy4-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.6.0+galaxy4-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.6.0+galaxy4-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_cluster/1.8.1+3+galaxy0-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023052618,scanpy_find_markers/1.6.0+galaxy3-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023052618,scanpy_find_markers/1.6.0+galaxy3-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023052618,scanpy_find_markers/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023052618,scanpy_find_markers/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023052618,scanpy_find_variable_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
edge,execution,2023052618,scanpy_find_variable_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
edge,execution,2023052618,scanpy_normalise_data/1.6.0+galaxy0-0,error,Input staging problem: Test input file (filter_genes.h5) cannot be found.
edge,execution,2023052618,scanpy_normalise_data/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (filter_genes.h5) cannot be found.
edge,execution,2023052618,scanpy_plot_embed/1.6.0+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_plot_embed/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_pca/1.6.0+galaxy1-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023052618,scanpy_run_pca/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023052618,scanpy_run_tsne/1.6.0+galaxy2-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_tsne/1.6.0+galaxy2-1,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_tsne/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_tsne/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_umap/1.6.0+galaxy1-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_run_umap/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023052618,scanpy_scale_data/1.6.0+galaxy0-0,error,Input staging problem: Test input file (find_variable_genes.h5) cannot be found.
edge,execution,2023052618,scanpy_scale_data/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_variable_genes.h5) cannot be found.
edge,output,2023052618,regexColumn1/1.0.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1/1.0.1, exit_code: None, stderr: .
edge,output,2023052618,regexColumn1/1.0.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1/1.0.1, exit_code: None, stderr: .
edge,output,2023052618,annotatemyids/3.12.0-3,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.12.0, exit_code: None, stderr: .
edge,output,2023052618,annotatemyids/3.12.0-3,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.12.0, exit_code: None, stderr: .
edge,output,2023052618,annotatemyids/3.14.0+galaxy1-2,failure,Output out_tab: Test output file (out_gokegg.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023052618,annotatemyids/3.14.0+galaxy1-3,failure,Output out_tab: Test output file (out_gokegg_dupsrem.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023052618,annotatemyids/3.14.0+galaxy1-4,failure,Output out_tab: Test output file (out_arabidopsis.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023052618,annotatemyids/3.14.0+galaxy1-5,failure,Output out_tab: Test output file (out_gallus.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023052618,query_tabular/3.3.0-7,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/query_tabular/query_tabular/3.3.0, exit_code: None, stderr: .
edge,output,2023052618,query_tabular/3.3.0-7,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/query_tabular/query_tabular/3.3.0, exit_code: None, stderr: .
edge,execution,2023033122,Add_a_column1/1.6-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023033122,scanpy_compute_graph/1.6.0+galaxy4-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023033122,scanpy_compute_graph/1.6.0+galaxy4-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023033122,scanpy_compute_graph/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023033122,scanpy_compute_graph/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023033122,scanpy_filter_cells/1.6.0+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023033122,scanpy_filter_cells/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023033122,scanpy_filter_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023033122,scanpy_filter_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.6.0+galaxy4-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.6.0+galaxy4-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.6.0+galaxy4-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_cluster/1.8.1+3+galaxy0-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023033122,scanpy_find_markers/1.6.0+galaxy3-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023033122,scanpy_find_markers/1.6.0+galaxy3-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023033122,scanpy_find_markers/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023033122,scanpy_find_markers/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023033122,scanpy_find_variable_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
edge,execution,2023033122,scanpy_find_variable_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
